GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",218862,4118,195828,4451,179466,4136,16362,2641,13935,2530,1109,513,626,435,170,185,522,312,7519,1388,2361,945,392,389,1059,458,3707,1110,0,198,71,123,356,261,683,444,3879,1185,975,397,9551,1692
0500000US34007,34007,"Camden County, New Jersey",226592,4787,192828,4952,172782,5124,20046,2715,15509,2152,3106,1769,663,346,388,431,380,364,20205,2371,8694,1729,271,433,7164,1569,4076,839,0,198,238,192,59,99,497,326,3381,830,1135,572,8249,1442
0500000US34015,34015,"Gloucester County, New Jersey",137014,4073,127312,4231,118259,4118,9053,1782,7556,1578,915,519,136,100,198,222,248,256,2774,921,1321,702,0,198,570,239,883,458,0,198,0,198,58,97,313,256,2174,786,1487,725,2896,756
0500000US34021,34021,"Mercer County, New Jersey",172254,3939,139311,4263,123864,4493,15447,2091,10174,1666,2208,999,1035,685,1302,661,728,550,13948,1894,5565,1512,29,51,431,387,7923,1428,0,198,642,544,0,198,649,369,7827,1638,1995,1209,7882,1415
0500000US42017,42017,"Bucks County, Pennsylvania",310185,4967,276716,5970,251799,5416,24917,2683,19853,2447,2962,1045,697,451,823,567,582,303,10204,1876,1590,697,113,176,1291,757,7062,1563,148,236,339,191,274,182,529,318,6025,1372,1497,548,14601,1674
0500000US42029,42029,"Chester County, Pennsylvania",244795,4622,215599,4986,199131,5054,16468,1872,13519,1829,1927,807,587,400,124,126,311,215,6559,1065,1632,554,0,168,244,180,4683,932,0,168,33,54,211,185,251,161,4786,1324,1630,667,15726,2066
0500000US42045,42045,"Delaware County, Pennsylvania",253623,4777,207337,4741,189697,4602,17640,2079,14507,1964,2042,668,575,447,166,156,350,242,23993,2428,9397,1652,512,279,4189,943,9895,1630,0,168,258,227,285,309,469,398,10335,1518,1611,639,9335,1112
0500000US42091,42091,"Montgomery County, Pennsylvania",402314,5019,351682,5570,322265,6251,29417,2968,24147,2322,3313,1132,936,729,407,261,614,420,18577,2169,3704,858,89,115,1893,585,12891,1741,0,168,138,142,612,377,1032,505,11230,1754,1465,549,17578,2111
0500000US42101,42101,"Philadelphia County, Pennsylvania",582455,9368,344238,10125,291341,9210,52897,4942,40941,4084,5420,1498,3305,1587,2183,1235,1048,589,149284,6742,106459,6049,2457,882,24181,2598,16187,2431,0,168,837,447,921,628,10320,2072,53800,4713,5521,1635,17534,2689
