GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",220681,3497,201073,3840,184747,4112,16326,1923,13203,1731,1745,767,443,289,642,444,293,361,7830,1248,3047,869,37,67,1200,444,3513,839,33,59,40,66,187,157,750,438,2395,653,1020,487,7386,1106
0500000US34007,34007,"Camden County, New Jersey",241093,4798,209479,4702,186986,4631,22493,2782,18449,2407,2580,848,683,419,611,362,170,276,15422,2343,6634,1992,130,149,6381,1169,2277,596,0,195,278,316,154,189,516,371,5967,1702,2073,690,7204,1772
0500000US34015,34015,"Gloucester County, New Jersey",144064,2986,131598,3020,122294,3024,9304,1428,6467,1153,1607,618,492,410,555,289,183,231,3139,962,2104,876,101,159,591,341,343,291,0,195,0,195,333,340,849,947,1514,695,872,642,5759,1317
0500000US34021,34021,"Mercer County, New Jersey",175228,3964,144275,3986,124801,4043,19474,2692,13883,2443,3190,1225,1026,638,491,417,884,800,13599,1856,5301,1658,104,175,479,385,7650,1267,65,103,371,312,0,195,1254,614,4596,1266,490,319,10643,1464
0500000US42017,42017,"Bucks County, Pennsylvania",322368,4657,289645,4739,263057,4621,26588,4010,20674,2905,2740,1030,822,496,2124,2419,228,202,9621,1642,1992,994,132,215,388,238,7109,1302,0,168,66,112,243,210,597,488,5776,1446,1426,568,14994,1703
0500000US42029,42029,"Chester County, Pennsylvania",260544,4061,224239,4502,202542,4473,21697,2652,15847,2115,2882,965,1565,871,423,369,980,483,7754,1184,1297,527,0,168,521,368,5936,1055,0,168,41,68,267,192,699,545,10013,1883,2190,799,15341,1685
0500000US42045,42045,"Delaware County, Pennsylvania",262590,4583,213106,5499,195468,5232,17638,2012,14576,1965,1502,528,717,420,406,319,437,346,27598,2689,12356,2050,872,556,4317,824,10053,1324,0,168,185,165,184,209,441,239,9219,1407,1486,587,10371,1364
0500000US42091,42091,"Montgomery County, Pennsylvania",420322,4495,357111,5056,327336,5266,29775,2902,22436,2385,5231,1541,1428,707,343,252,337,262,23103,2138,4807,1296,0,168,1639,529,16553,1598,104,174,197,196,388,238,1197,619,10815,1514,1472,573,26039,2122
0500000US42101,42101,"Philadelphia County, Pennsylvania",638496,9988,376381,8738,323135,9438,53246,4915,41617,4107,7056,2052,2807,872,1074,530,692,445,171304,7167,115102,6455,3588,1159,35380,3884,17234,2160,0,168,722,340,369,209,12281,1812,52626,3734,6322,1796,18491,2362
