GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",207438,6768,187732,6667,172167,6147,15565,1993,10170,1559,3283,956,927,518,278,310,907,542,3456,1236,2818,1058,0,198,232,274,331,390,75,123,344,273,235,203,488,308,2915,926,2107,841,10161,1379
0500000US34007,34007,"Camden County, New Jersey",206268,6623,182255,6108,166260,6148,15995,1995,12395,1793,2340,759,515,357,409,261,336,302,5628,1403,3487,1154,183,264,1469,787,489,334,0,198,458,307,258,347,803,642,4846,1338,1376,703,10644,1499
0500000US34015,34015,"Gloucester County, New Jersey",102102,4418,91758,4104,82889,3917,8869,1516,6687,1342,1183,609,686,417,260,268,53,90,1169,842,1028,838,101,183,0,198,40,63,0,198,522,566,70,121,290,233,1348,656,1033,599,5912,1335
0500000US34021,34021,"Mercer County, New Jersey",237595,8087,211862,8280,188164,7734,23698,3570,17725,3118,2653,1062,1348,832,788,542,1184,821,5250,1370,3048,1226,45,75,53,87,2059,769,45,74,1024,633,0,198,540,355,8015,1501,809,463,10095,1555
0500000US42017,42017,"Bucks County, Pennsylvania",269431,7795,236413,7466,217506,6766,18907,2750,14245,2211,2553,1095,1203,602,530,486,376,227,4034,1133,2892,1058,0,198,478,416,664,495,0,198,39,62,238,218,498,286,6827,1570,1653,624,19729,2094
0500000US42029,42029,"Chester County, Pennsylvania",263765,7262,233105,7693,212933,6923,20172,2876,15008,2453,2448,806,1111,719,880,461,725,565,2157,695,941,396,0,198,274,323,942,425,0,198,351,444,0,198,275,209,5849,992,823,426,21205,2251
0500000US42045,42045,"Delaware County, Pennsylvania",219699,5989,185323,5856,169635,5940,15688,2086,12048,1748,2203,813,936,671,176,166,325,243,7989,1942,6309,1750,111,133,363,268,1178,599,28,51,508,552,178,165,928,745,9012,1291,1126,392,14635,1860
0500000US42091,42091,"Montgomery County, Pennsylvania",506749,8591,443203,8607,405026,8236,38177,4156,31032,3135,3783,1490,1322,547,1543,1080,497,350,17754,2717,13065,2417,0,198,1857,910,2832,892,0,198,571,439,404,300,1706,889,9516,1583,2655,836,30940,2269
0500000US42101,42101,"Philadelphia County, Pennsylvania",765060,13540,448426,12419,393139,10190,55287,5290,43628,4487,6307,1294,2962,1089,1724,843,666,377,206346,7540,98863,5406,2235,879,49438,3980,55657,3780,153,183,3482,1138,914,524,16256,2908,54694,4325,7786,1777,27156,3094
