GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",189191,6190,174863,5478,157568,5491,17295,2230,13456,1934,2504,1032,335,257,691,441,309,201,2542,862,2038,824,0,273,0,273,504,377,0,273,64,108,156,148,424,329,2172,769,1375,511,7595,1331
0500000US34007,34007,"Camden County, New Jersey",200931,6863,181446,6464,164414,5871,17032,2425,13180,1934,2529,914,421,325,598,607,304,257,8083,1469,5585,1367,70,120,1321,504,1107,666,0,273,97,119,172,214,135,135,3722,993,1089,564,6187,1136
0500000US34015,34015,"Gloucester County, New Jersey",101811,5071,94007,4931,86987,4757,7020,1445,5656,1388,903,398,265,233,196,189,0,273,1403,632,1243,606,54,98,0,273,106,173,0,273,0,273,51,85,0,273,1952,750,882,540,3516,877
0500000US34021,34021,"Mercer County, New Jersey",222693,6238,195786,5451,175959,5554,19827,2762,14435,2548,2228,1008,1364,700,1166,552,634,434,7588,1699,5121,1557,0,273,207,206,2260,668,0,273,175,173,88,120,952,622,8102,1681,1722,919,8280,1617
0500000US42017,42017,"Bucks County, Pennsylvania",248734,7195,226725,7489,203511,7004,23214,3054,17783,2494,2791,899,889,382,1007,857,744,553,2107,814,1820,746,0,273,0,273,287,315,0,273,0,273,81,97,280,257,4856,1595,1207,597,13478,1668
0500000US42029,42029,"Chester County, Pennsylvania",246630,6521,218928,6849,200014,6867,18914,2716,14115,1954,2565,1199,1157,675,263,314,814,903,3159,1069,2152,799,0,273,0,273,1007,657,0,273,44,71,189,157,257,216,6253,1246,2694,1036,15106,2060
0500000US42045,42045,"Delaware County, Pennsylvania",209468,6327,178202,6112,163332,6000,14870,2455,12658,2146,1307,594,662,385,243,200,0,273,10735,2122,9227,1899,200,197,209,190,1099,440,0,273,0,273,89,106,248,201,9379,1676,1631,723,9184,1420
0500000US42091,42091,"Montgomery County, Pennsylvania",461241,10554,412064,10326,377531,9383,34533,3497,28072,3014,3583,1040,1539,618,724,654,615,406,16596,2543,13562,2227,0,273,792,516,2242,899,0,273,87,90,673,347,489,410,11216,2111,2227,798,17889,1926
0500000US42101,42101,"Philadelphia County, Pennsylvania",709167,12041,426651,10981,366527,10259,60124,5511,48794,4821,5905,1899,2005,612,1932,931,1488,680,197698,7155,112176,6236,3375,1355,34290,2921,47857,3244,0,273,1488,645,613,339,10933,2346,49326,4543,5992,1241,16466,2475
