GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",209967,5971,194377,6040,179778,5767,14599,2115,11219,1927,1457,653,680,533,792,566,451,309,1841,737,1534,728,0,200,47,75,260,204,0,200,101,168,150,149,866,361,2665,1017,1526,623,8441,1527
0500000US34007,34007,"Camden County, New Jersey",192779,6182,170535,6304,157710,5999,12825,2425,10875,2284,1328,537,342,233,75,126,205,230,6412,1355,4888,1301,134,212,478,297,912,496,0,200,190,203,51,62,506,279,5993,1471,1305,621,7787,1408
0500000US34015,34015,"Gloucester County, New Jersey",101854,4754,92715,4329,85857,4169,6858,1491,5744,1401,504,307,450,274,72,93,88,138,2589,1056,2589,1056,0,200,0,200,0,200,0,200,0,200,0,200,632,410,2107,559,657,405,3154,746
0500000US34021,34021,"Mercer County, New Jersey",223771,6724,196855,6707,174598,6364,22257,2883,17367,2350,2063,670,1647,1038,787,626,393,307,8478,1716,6183,1581,0,200,147,130,2148,774,0,200,146,181,128,154,1550,653,5057,1215,2604,1435,8953,1489
0500000US42017,42017,"Bucks County, Pennsylvania",262351,6134,233973,5841,213903,5575,20070,2715,15582,2299,2747,1121,789,435,557,434,395,527,3802,1293,3331,1330,0,172,0,172,471,333,0,172,0,172,342,241,832,519,5941,1648,2219,875,15242,2182
0500000US42029,42029,"Chester County, Pennsylvania",247659,6389,215746,6162,200693,6058,15053,1658,10950,1456,2480,762,943,559,352,321,328,338,3679,1148,2613,1022,41,67,50,85,975,549,0,172,128,127,159,144,303,229,10524,2083,1257,509,15863,2013
0500000US42045,42045,"Delaware County, Pennsylvania",219752,7258,182760,6785,166070,6337,16690,2431,14314,2182,1754,669,161,157,461,357,0,172,14458,2219,11892,2244,185,202,1380,673,1001,462,0,172,312,289,135,133,753,669,10261,1761,1022,353,10051,1509
0500000US42091,42091,"Montgomery County, Pennsylvania",465328,9629,410424,9018,376626,8635,33798,2904,25921,2495,4559,1322,1867,862,998,495,453,235,16269,2344,10573,1737,164,158,1173,603,4359,1338,0,172,201,171,397,296,878,429,12834,1913,3922,1287,20403,2247
0500000US42101,42101,"Philadelphia County, Pennsylvania",731835,12700,426091,9691,367806,8999,58285,5024,44678,4454,6695,1374,3149,1200,2258,931,1505,703,212854,9099,109679,7146,2627,880,47251,4306,53156,3428,141,194,1038,517,949,449,14531,2265,50936,3818,7192,1658,18244,2689
