"Date","AQI Category","Ozone AQI Value"
"01/01/1997","Good","28"
"01/02/1997","Good","17"
"01/03/1997","Good","6"
"01/04/1997","Good","8"
"01/05/1997","Good","28"
"01/06/1997","Good","29"
"01/07/1997","Good","27"
"01/08/1997","Good","31"
"01/09/1997","Good","21"
"01/10/1997","Good","27"
"01/11/1997","Good","24"
"01/12/1997","Good","24"
"01/13/1997","Good","22"
"01/14/1997","Good","21"
"01/15/1997","Good","23"
"01/16/1997","Good","25"
"01/17/1997","Good","27"
"01/18/1997","Good","28"
"01/19/1997","Good","28"
"01/20/1997","Good","22"
"01/21/1997","Good","26"
"01/22/1997","Good","35"
"01/23/1997","Good","22"
"01/24/1997","Good","38"
"01/25/1997","Good","35"
"01/26/1997","Good","25"
"01/27/1997","Good","36"
"01/28/1997","Good","36"
"01/29/1997","Good","28"
"01/30/1997","Good","32"
"01/31/1997","Good","21"
"02/01/1997","Good","25"
"02/02/1997","Good","23"
"02/03/1997","Good","15"
"02/04/1997","Good","35"
"02/05/1997","Good","31"
"02/06/1997","Good","29"
"02/07/1997","Good","17"
"02/08/1997","Good","24"
"02/09/1997","Good","36"
"02/10/1997","Good","25"
"02/11/1997","Good","34"
"02/12/1997","Good","27"
"02/13/1997","Good","31"
"02/14/1997","Good","37"
"02/15/1997","Good","30"
"02/16/1997","Good","39"
"02/17/1997","Good","35"
"02/18/1997","Good","36"
"02/19/1997","Good","50"
"02/20/1997","Good","33"
"02/21/1997","Good","43"
"02/22/1997","Good","33"
"02/23/1997","Good","36"
"02/24/1997","Good","32"
"02/25/1997","Good","33"
"02/26/1997","Good","39"
"02/27/1997","Good","31"
"02/28/1997","Good","29"
"03/01/1997","Good","21"
"03/02/1997","Good","33"
"03/03/1997","Good","36"
"03/04/1997","Good","35"
"03/05/1997","Good","33"
"03/06/1997","Good","38"
"03/07/1997","Good","36"
"03/08/1997","Good","41"
"03/09/1997","Good","44"
"03/10/1997","Good","40"
"03/11/1997","Good","37"
"03/12/1997","Good","40"
"03/13/1997","Good","36"
"03/14/1997","Good","43"
"03/15/1997","Good","41"
"03/16/1997","Good","41"
"03/17/1997","Good","40"
"03/18/1997","Good","32"
"03/19/1997","Good","28"
"03/20/1997","Good","31"
"03/21/1997","Good","43"
"03/22/1997","Good","43"
"03/23/1997","Good","38"
"03/24/1997","Good","32"
"03/25/1997","Good","45"
"03/26/1997","Good","41"
"03/27/1997","Good","39"
"03/28/1997","Good","47"
"03/29/1997","Good","44"
"03/30/1997","Moderate","61"
"03/31/1997","Good","34"
"04/01/1997","Good","45"
"04/02/1997","Good","48"
"04/03/1997","Good","48"
"04/04/1997","Moderate","74"
"04/05/1997","Good","46"
"04/06/1997","Good","41"
"04/07/1997","Good","50"
"04/08/1997","Good","43"
"04/09/1997","Good","42"
"04/10/1997","Good","43"
"04/11/1997","Good","44"
"04/12/1997","Good","45"
"04/13/1997","Good","45"
"04/14/1997","Good","46"
"04/15/1997","Good","45"
"04/16/1997","Unhealthy for Sensitive Groups","112"
"04/17/1997","Good","41"
"04/18/1997","Good","40"
"04/19/1997","Good","43"
"04/20/1997","Good","47"
"04/21/1997","Good","48"
"04/22/1997","Moderate","64"
"04/23/1997","Good","48"
"04/24/1997","Good","44"
"04/25/1997","Good","47"
"04/26/1997","Moderate","58"
"04/27/1997","Moderate","97"
"04/28/1997","Moderate","67"
"04/29/1997","Moderate","58"
"04/30/1997","Unhealthy for Sensitive Groups","115"
"05/01/1997","Moderate","84"
"05/02/1997","Moderate","51"
"05/03/1997","Good","50"
"05/04/1997","Good","50"
"05/05/1997","Moderate","93"
"05/06/1997","Moderate","64"
"05/07/1997","Good","46"
"05/08/1997","Good","47"
"05/09/1997","Good","44"
"05/10/1997","Good","32"
"05/11/1997","Moderate","54"
"05/12/1997","Unhealthy for Sensitive Groups","112"
"05/13/1997","Good","33"
"05/14/1997","Moderate","77"
"05/15/1997","Moderate","87"
"05/16/1997","Good","38"
"05/17/1997","Moderate","61"
"05/18/1997","Moderate","51"
"05/19/1997","Unhealthy","169"
"05/20/1997","Good","50"
"05/21/1997","Good","41"
"05/22/1997","Good","44"
"05/23/1997","Moderate","51"
"05/24/1997","Unhealthy for Sensitive Groups","150"
"05/25/1997","Good","44"
"05/26/1997","Moderate","64"
"05/27/1997","Good","38"
"05/28/1997","Moderate","74"
"05/29/1997","Good","47"
"05/30/1997","Good","41"
"05/31/1997","Moderate","51"
"06/01/1997","Moderate","87"
"06/02/1997","Good","43"
"06/03/1997","Good","37"
"06/04/1997","Good","41"
"06/05/1997","Moderate","77"
"06/06/1997","Good","45"
"06/07/1997","Good","41"
"06/08/1997","Moderate","51"
"06/09/1997","Moderate","77"
"06/10/1997","Unhealthy for Sensitive Groups","129"
"06/11/1997","Unhealthy","182"
"06/12/1997","Unhealthy","164"
"06/13/1997","Good","47"
"06/14/1997","Moderate","90"
"06/15/1997","Moderate","84"
"06/16/1997","Moderate","100"
"06/17/1997","Moderate","71"
"06/18/1997","Moderate","77"
"06/19/1997","Unhealthy for Sensitive Groups","133"
"06/20/1997","Very Unhealthy","218"
"06/21/1997","Very Unhealthy","212"
"06/22/1997","Unhealthy for Sensitive Groups","140"
