GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",219882,3833,200823,3998,183658,4378,17165,2210,13958,1857,1457,703,317,237,981,975,452,278,7390,1084,1851,605,34,59,1764,505,3741,866,0,197,0,197,30,50,43,74,3059,995,1750,530,6787,1167
0500000US34007,34007,"Camden County, New Jersey",242355,5090,207798,5375,188187,5342,19611,2991,15032,2348,3384,1504,811,469,257,169,127,161,17925,2265,7075,1574,0,197,7109,1224,3718,881,23,39,641,640,304,418,193,158,5263,1691,1931,672,8300,1845
0500000US34015,34015,"Gloucester County, New Jersey",140337,3668,130072,3907,121055,4034,9017,1578,7105,1397,1331,805,484,737,0,197,97,113,2902,914,1642,619,0,197,582,312,628,489,50,79,0,197,85,114,125,150,1841,703,1276,612,4036,933
0500000US34021,34021,"Mercer County, New Jersey",175546,4004,144362,4399,130123,4380,14239,1987,9067,1642,2360,1088,998,571,682,517,1132,1070,15593,2059,6108,1493,139,191,586,481,8760,1463,0,197,243,213,138,167,926,457,6516,1321,706,384,7062,1480
0500000US42017,42017,"Bucks County, Pennsylvania",318059,4527,282587,4135,259150,4353,23437,2884,19912,2681,1749,638,959,507,465,389,352,266,11727,1701,1060,437,0,168,550,303,9964,1702,153,249,407,263,94,91,322,248,6772,1644,1414,570,14736,1790
0500000US42029,42029,"Chester County, Pennsylvania",265684,4075,232555,4174,214135,3846,18420,2063,13558,1669,2720,938,419,239,327,332,1396,572,6419,1022,1814,621,0,168,617,299,3965,809,23,38,79,97,278,267,470,428,7049,1447,1360,484,17474,1668
0500000US42045,42045,"Delaware County, Pennsylvania",271821,5114,215332,5233,196650,4958,18682,2141,15029,1985,2260,734,736,393,273,223,384,300,31144,2390,14617,1953,768,437,5721,1100,10030,1269,8,14,276,222,0,168,647,377,9939,1330,2233,853,12250,1858
0500000US42091,42091,"Montgomery County, Pennsylvania",415750,5445,356067,5105,331826,5171,24241,2262,19659,2045,2956,1063,695,329,391,304,540,370,22860,2090,6221,1482,0,168,1884,586,14755,1468,0,168,456,301,284,235,773,366,10533,2433,1821,614,22956,2048
0500000US42101,42101,"Philadelphia County, Pennsylvania",658498,11052,388566,10197,335934,9991,52632,4301,39842,3871,6036,1432,3793,916,1743,828,1218,593,166114,7151,115643,6700,2829,942,29852,2695,17744,2217,46,77,1354,516,778,394,14167,2081,59258,4366,6271,1170,21990,2425
