GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",225949,4031,205978,4312,184823,4767,21155,2634,15910,2321,2429,663,1410,776,722,564,684,543,7136,1295,2987,966,0,277,1324,483,2825,711,0,277,334,318,128,133,440,251,2429,816,1521,1059,7983,1586
0500000US34007,34007,"Camden County, New Jersey",250303,5643,215439,5515,188513,5169,26926,3114,19167,2490,4508,1443,1994,1136,749,676,508,382,18938,2512,7945,1799,260,290,6504,1178,4229,910,0,277,824,581,107,125,659,487,5827,1314,2103,729,6406,1127
0500000US34015,34015,"Gloucester County, New Jersey",145544,3278,133829,3190,121304,3693,12525,1849,10732,1668,1071,571,411,257,139,163,172,165,3124,871,2021,808,0,277,492,296,611,316,0,277,0,277,151,142,243,224,2513,857,1460,707,4224,1377
0500000US34021,34021,"Mercer County, New Jersey",177826,4225,144954,4444,125921,4420,19033,2781,12433,2116,2684,949,1701,791,1845,851,370,268,12387,2170,4840,1528,0,277,655,357,6892,1249,0,277,883,671,140,167,1653,747,6631,1489,2973,1205,8205,1421
0500000US42017,42017,"Bucks County, Pennsylvania",323833,5428,290882,5082,264301,5362,26581,2966,20957,2699,3792,1255,1062,557,452,239,318,294,9827,1494,2052,741,61,100,734,463,6955,1363,25,40,77,130,394,230,626,385,4724,1012,1716,577,15587,2350
0500000US42029,42029,"Chester County, Pennsylvania",253147,4869,225123,4850,206122,5254,19001,2827,14648,2287,2342,812,1695,1140,94,98,222,177,6872,1405,1558,954,145,154,479,302,4690,944,0,242,29,49,518,315,493,432,5592,1340,1837,734,12683,2178
0500000US42045,42045,"Delaware County, Pennsylvania",269250,4135,223898,4217,201482,4458,22416,2055,18297,2054,1848,596,813,401,727,707,731,516,23733,2475,11378,2073,766,442,3381,1020,8208,1330,0,242,0,242,161,187,568,323,11300,2116,1710,639,7880,1261
0500000US42091,42091,"Montgomery County, Pennsylvania",401096,5383,351569,6057,319288,6494,32281,3115,25490,2418,4290,1147,1595,788,460,333,446,266,17633,2249,3089,820,223,211,1512,539,12735,1771,74,111,256,206,549,274,1392,622,12796,2087,1607,710,15294,1731
0500000US42101,42101,"Philadelphia County, Pennsylvania",578861,9277,345406,9282,293616,9246,51790,3698,40632,3273,7366,1537,2106,716,790,466,896,429,155123,6505,108121,5640,2100,793,29114,2822,15788,2000,0,242,880,457,202,172,9410,1622,49590,3546,4148,1267,14102,2648
