GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",221579,3633,200603,4134,182301,4532,18302,2757,14358,2561,2510,902,668,441,192,192,574,342,7399,1516,2701,865,0,277,1964,676,2734,1075,0,277,232,287,190,180,635,552,2768,789,1685,657,8067,1652
0500000US34007,34007,"Camden County, New Jersey",237388,4311,203789,4889,178062,4397,25727,2979,20196,2436,3461,1059,1049,748,397,270,624,536,19222,2220,8218,1380,100,154,6512,1186,4392,1046,0,277,290,267,0,277,644,399,5795,1169,1124,476,6524,1294
0500000US34015,34015,"Gloucester County, New Jersey",139422,3575,127127,3503,114128,3541,12999,2202,11232,2154,504,357,36,59,53,88,1174,218,3770,1003,2092,800,0,277,902,491,776,439,0,277,49,81,59,97,0,277,2946,1213,459,327,5012,1202
0500000US34021,34021,"Mercer County, New Jersey",175275,3806,146497,4229,127216,4197,19281,2667,12308,2114,3802,1381,1614,1024,1024,613,533,391,11989,2016,4962,1404,122,200,362,283,6509,1430,34,56,649,780,0,277,873,486,6462,1492,2697,1449,6108,1201
0500000US42017,42017,"Bucks County, Pennsylvania",311592,4481,282937,4959,258886,4946,24051,2646,18805,2200,1592,705,1641,944,207,177,1806,1254,8648,1608,1119,522,51,84,701,405,6777,1365,0,242,0,242,236,226,484,395,5808,1435,1161,531,12318,1982
0500000US42029,42029,"Chester County, Pennsylvania",246418,4046,219466,3701,199011,3711,20455,2583,16386,2251,2519,800,466,308,534,697,550,293,6044,1246,1598,600,100,122,502,404,3844,914,0,242,135,218,233,200,291,239,5607,1061,978,405,13664,1435
0500000US42045,42045,"Delaware County, Pennsylvania",255334,3918,209673,5050,188458,5275,21215,2670,18036,2544,2292,887,407,252,241,200,239,191,23206,2801,10942,2032,760,446,3975,1084,7529,1286,0,242,279,285,293,288,1077,621,10051,1550,1352,527,9403,1222
0500000US42091,42091,"Montgomery County, Pennsylvania",402094,5081,352801,5227,317447,5207,35354,3364,27856,2998,5773,1401,1076,647,143,150,506,391,17581,2348,4501,1430,42,70,1148,404,11843,1801,47,75,67,112,407,270,1198,532,12644,1814,1763,557,15633,1710
0500000US42101,42101,"Philadelphia County, Pennsylvania",572404,9225,355157,8886,298422,8299,56735,4695,42029,4315,7917,1744,4031,1305,1424,717,1334,627,144744,6745,103779,6731,2567,739,24409,2330,13989,2227,0,242,1120,475,333,297,5753,1215,45003,3442,4184,1372,16110,2586
