GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",214584,4101,193564,4228,176806,3973,16758,2199,13879,2135,1330,516,772,323,673,584,104,124,7830,1504,3489,1329,44,73,1267,443,2964,868,66,107,36,60,182,144,868,528,2491,623,1272,580,8341,1314
0500000US34007,34007,"Camden County, New Jersey",230088,4774,198850,4863,176687,5356,22163,3002,18284,2567,2792,1315,862,478,0,192,225,165,18255,2109,7132,1645,72,122,7755,1425,3252,748,44,75,64,102,66,106,142,159,3580,989,1571,1055,7560,1487
0500000US34015,34015,"Gloucester County, New Jersey",136424,3560,125923,3276,116252,3246,9671,1440,8377,1408,756,351,137,156,164,180,237,323,2167,632,1117,516,0,192,585,360,465,231,0,192,0,192,30,49,154,169,2769,1072,1354,597,4027,1015
0500000US34021,34021,"Mercer County, New Jersey",169356,3982,138735,4369,124503,4397,14232,2466,11053,2027,1361,582,1099,512,283,201,436,340,12312,1785,4691,925,104,125,349,222,7168,1458,0,192,434,321,82,137,1528,1009,4924,1255,1577,574,9764,1715
0500000US42017,42017,"Bucks County, Pennsylvania",311086,5184,278226,5495,254139,5316,24087,2681,20732,2523,1982,650,642,278,152,180,579,383,9886,1534,1277,456,0,165,997,625,7471,1220,141,117,0,165,376,191,525,326,5917,1445,1456,484,14700,2086
0500000US42029,42029,"Chester County, Pennsylvania",254209,4096,218772,4532,205943,4414,12829,1781,11216,1764,707,362,545,327,117,106,244,184,7464,1364,1913,772,0,165,256,203,5295,1124,0,165,38,50,263,192,419,273,9912,2081,1172,416,16169,2048
0500000US42045,42045,"Delaware County, Pennsylvania",259340,4429,212889,4636,192693,4879,20196,2203,16625,1942,2115,760,526,319,698,501,232,230,25024,2236,13522,1862,311,228,3345,659,7846,1163,0,165,117,140,161,190,540,269,8795,1265,1784,865,10030,1507
0500000US42091,42091,"Montgomery County, Pennsylvania",405149,4957,350042,5505,320227,5381,29815,3294,23670,3024,2923,974,1866,861,1048,690,308,243,20476,2240,5475,1287,175,272,1833,611,12993,1655,0,165,0,165,175,130,814,342,13380,2005,980,455,19282,1769
0500000US42101,42101,"Philadelphia County, Pennsylvania",600009,8614,355388,8149,300942,7738,54446,4130,42256,3615,7003,1606,2853,972,1640,805,694,635,155891,7075,108987,6235,2288,912,29686,3029,14844,1709,86,71,1204,683,1017,511,13726,2320,49110,4053,4269,1118,19404,2578
