GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US34005,34005,"Burlington County, New Jersey",225054,3768,203892,4523,186863,4352,17029,2779,13020,2359,1963,885,930,601,355,322,761,420,6476,1238,1791,643,0,200,1195,552,3490,1012,0,200,101,163,342,293,149,152,3188,945,1291,839,9615,1452
0500000US34007,34007,"Camden County, New Jersey",246696,4725,212744,5268,183891,4872,28853,3295,21734,3125,5245,1454,1488,992,253,216,133,118,18392,1926,6714,1348,320,316,7113,1165,4245,938,0,200,274,313,46,78,390,368,3790,1026,2710,1097,8350,1496
0500000US34015,34015,"Gloucester County, New Jersey",148718,3105,135143,3570,126990,3686,8153,1715,6626,1582,1121,548,352,361,54,67,0,200,4133,965,2192,688,95,112,1208,712,569,260,69,115,173,180,134,166,133,171,1840,582,1408,788,5754,1337
0500000US34021,34021,"Mercer County, New Jersey",175409,5147,143202,5142,124046,4871,19156,2719,13386,2318,4518,1422,502,325,486,430,264,301,13215,2126,3686,1198,0,200,715,547,8814,1569,0,200,1300,749,24,40,948,644,6773,1645,1086,567,8861,1499
0500000US42017,42017,"Bucks County, Pennsylvania",318854,4229,282313,4772,261713,5429,20600,2379,16517,2138,2619,1112,1121,621,51,64,292,243,11322,1637,1871,805,72,121,356,295,8542,1371,481,573,146,143,253,195,831,515,5342,1434,1660,509,16987,1856
0500000US42029,42029,"Chester County, Pennsylvania",263186,4545,222905,4816,205380,4635,17525,2055,13209,1633,2754,1159,1087,656,385,235,90,103,7819,1357,1213,559,0,174,766,367,5707,1085,133,219,113,172,83,96,350,307,7818,1616,2089,766,22009,2204
0500000US42045,42045,"Delaware County, Pennsylvania",268153,5162,214229,5226,194872,5179,19357,2024,14509,1766,3852,1024,452,336,474,289,70,81,28358,2645,13142,2026,1362,708,4048,843,9806,1508,0,174,192,189,48,79,241,374,10488,2268,1447,1058,13150,1912
0500000US42091,42091,"Montgomery County, Pennsylvania",416740,5471,354253,5885,327807,6118,26446,2971,21431,2439,2611,1054,1616,895,487,321,301,282,22187,2146,5762,1354,120,102,877,392,15333,1449,95,81,263,191,258,192,989,381,9610,1842,1809,511,27371,2331
0500000US42101,42101,"Philadelphia County, Pennsylvania",662522,8446,395315,9425,335637,8941,59678,5697,43079,4459,9696,2610,2415,891,1807,709,2681,2050,159059,6942,103679,6073,2453,778,34280,3415,18495,2210,152,191,2234,1000,494,349,14397,2045,54869,3767,6821,1567,29333,3751
