GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US34001,34001,"Atlantic County, New Jersey",13085,1102,33200,2103,57463,3057,93599,4418,190252,11670,313996,37861
0500000US34003,34003,"Bergen County, New Jersey",19017,1026,54757,1829,94144,2271,147458,3320,318681,9203,548129,28015
0500000US34005,34005,"Burlington County, New Jersey",21760,1237,51307,1885,80038,2816,121388,3701,252572,14204,429472,45351
0500000US34007,34007,"Camden County, New Jersey",13223,1187,37719,2139,66818,2501,104222,3302,219966,14531,370265,44952
0500000US34009,34009,"Cape May County, New Jersey",14603,1850,36204,3229,62547,4222,99749,5945,224280,25979,428501,86660
0500000US34011,34011,"Cumberland County, New Jersey",9475,1656,25937,3584,49430,5531,77917,4954,142900,10528,221498,28527
0500000US34013,34013,"Essex County, New Jersey",9702,650,28282,1397,54819,1981,98492,2884,268864,10940,515197,31862
0500000US34015,34015,"Gloucester County, New Jersey",18431,1770,47869,2689,79883,3384,118503,3396,212035,11416,318103,36403
0500000US34017,34017,"Hudson County, New Jersey",11969,924,36646,1579,64880,2075,108822,3512,259223,11552,453138,29274
0500000US34019,34019,"Hunterdon County, New Jersey",26664,3658,70905,5327,113978,6159,166997,9569,346967,35322,582204,83441
0500000US34021,34021,"Mercer County, New Jersey",14524,1471,44626,2732,78201,3100,124359,4764,296404,17765,540341,58142
0500000US34023,34023,"Middlesex County, New Jersey",18027,1029,49054,1887,82857,2524,125251,3307,238256,7576,370502,22164
0500000US34025,34025,"Monmouth County, New Jersey",18850,1306,51608,2304,90309,2987,141411,3910,299346,12334,519652,37495
0500000US34027,34027,"Morris County, New Jersey",25471,1955,65897,3310,108122,3459,163693,5248,352843,17671,609577,47021
0500000US34029,34029,"Ocean County, New Jersey",15344,880,36066,1368,62485,1999,98380,2574,200410,9724,334080,31205
0500000US34031,34031,"Passaic County, New Jersey",12566,919,34182,1964,62389,2641,103804,3643,217313,12981,357499,38927
0500000US34033,34033,"Salem County, New Jersey",12671,1840,32729,3966,54031,4315,85847,7964,183499,28670,306369,97942
0500000US34035,34035,"Somerset County, New Jersey",24021,2679,64569,3374,106307,3630,165604,5467,349882,16960,598942,51386
0500000US34037,34037,"Sussex County, New Jersey",23028,2654,58602,4032,88950,3830,128928,5594,248313,20214,408523,61897
0500000US34039,34039,"Union County, New Jersey",15909,1203,43482,1967,73284,2659,119298,3817,297801,14286,552746,43023
0500000US34041,34041,"Warren County, New Jersey",19588,1966,46437,3988,76410,5812,113850,4976,215278,16429,326890,38616
0500000US42001,42001,"Adams County, Pennsylvania",16722,1752,36627,2561,59660,4236,89684,4474,158789,10576,240934,22806
0500000US42003,42003,"Allegheny County, Pennsylvania",12055,527,32639,790,56444,1201,90643,1516,198351,5156,345853,16643
0500000US42005,42005,"Armstrong County, Pennsylvania",12255,1377,28081,2378,47276,3192,72410,4273,140662,15902,221221,43261
0500000US42007,42007,"Beaver County, Pennsylvania",14456,1581,34364,2130,55504,2584,85201,3459,158751,8008,243718,22383
0500000US42011,42011,"Berks County, Pennsylvania",14085,1093,36310,1390,59738,2216,91892,2734,181869,10624,303408,38187
0500000US42013,42013,"Blair County, Pennsylvania",12373,1054,28274,1654,43888,2464,68497,3527,141302,21051,249198,76972
0500000US42017,42017,"Bucks County, Pennsylvania",19510,1355,50037,1967,79824,2582,120728,3218,263465,11707,471464,37124
0500000US42019,42019,"Butler County, Pennsylvania",17744,1355,41963,1939,67170,3051,102866,3692,210468,13419,347922,34266
0500000US42021,42021,"Cambria County, Pennsylvania",11291,1111,27523,1815,44792,2192,70313,2971,133892,8220,211076,27503
0500000US42025,42025,"Carbon County, Pennsylvania",13689,2615,31777,3335,52053,4786,77305,6086,140755,11898,201045,24384
0500000US42027,42027,"Centre County, Pennsylvania",10690,1912,34234,2932,60258,3463,95331,4837,208106,22017,356386,63083
0500000US42029,42029,"Chester County, Pennsylvania",20756,1286,54545,2060,92395,2545,140450,3379,319880,18471,586510,58997
0500000US42033,42033,"Clearfield County, Pennsylvania",12720,1238,28507,2307,47545,3058,69456,4046,133791,19616,224591,67186
0500000US42037,42037,"Columbia County, Pennsylvania",11926,1685,30103,2625,48956,3862,77985,4973,153194,12585,232926,38558
0500000US42039,42039,"Crawford County, Pennsylvania",13238,1432,29685,1853,45791,2618,69474,3927,150290,15000,278124,49376
0500000US42041,42041,"Cumberland County, Pennsylvania",18435,1270,40824,2213,64413,2906,97305,3327,190199,12236,311341,41871
0500000US42043,42043,"Dauphin County, Pennsylvania",14957,1221,37849,1974,59896,1819,86618,2769,189977,12680,340906,41250
0500000US42045,42045,"Delaware County, Pennsylvania",15026,1192,39677,1569,68414,2230,111248,3115,244976,11274,431901,33227
0500000US42049,42049,"Erie County, Pennsylvania",12020,1046,30217,1475,48829,2110,73857,2681,154170,9918,263859,32416
0500000US42051,42051,"Fayette County, Pennsylvania",10730,904,24247,1608,43181,2575,68591,3311,137838,14219,236541,50375
0500000US42055,42055,"Franklin County, Pennsylvania",18198,2111,39294,3079,60059,3407,86442,4714,183327,28499,339584,100662
0500000US42063,42063,"Indiana County, Pennsylvania",10248,1616,25358,2001,43411,3191,70763,3942,145805,11617,243344,40456
0500000US42069,42069,"Lackawanna County, Pennsylvania",10578,945,27585,1937,47829,2425,76640,2982,159201,9233,265160,31140
